,OPERATOR_CD,AIRCRAFT_CD,FLEET_CD,CHAPTER_CD,PART_GROUP_CD,PART_NUMBER,SERIAL_NUMBER,INSTALL_DT,REMOVAL_DT,AIRCRAFT_AGE,REPETITIVE_FAULT_QT,MEL_QTY,DELAY_QTY,TIME_SINCE_INSTALL_CYCLES,TIME_SINCE_NEW_CYCLES,PART_REMOVAL
4752,VST,835,737,25,WAM5V655,A14JWPYONQ,S74R4PS,9/18/2016 01:13:28 PM,9/3/2017,19,4,155.0,40.0,1005,4326,1
4753,VST,835,737,25,93MS3F60,8B1MX2YHDO,SOHJIAF,7/19/2016 08:10:10 AM,7/26/2016,19,0,68.0,40.0,0,2,0
4754,VST,835,737,25,LJTH5P25,VBN6R8TFNO,S3IBWBD,1/8/2017 09:03:12 PM,4/4/2019,19,77,308.0,37.0,2317,2317,1
4755,VST,835,737,26,L6GSZEA7,9AAR2CJ6L0,SAWW7YG,1/3/2018 02:38:00 AM,1/3/2018,20,0,68.0,37.0,512,512,1
4756,VST,835,737,26,D1QB1RYF,9LZCWQ55UV,S3B45EA,9/20/2016 10:28:46 AM,9/20/2016,19,0,68.0,37.0,0,0,0
4757,VST,835,737,27,J7FAUH9J,U24D2UDJ75,SDDJQ1W,9/6/2017 12:49:00 PM,9/6/2017,20,0,68.0,37.0,0,0,1
4758,VST,835,737,27,BCVYN3GP,EY51J5PJUR,S8OA4F7,9/16/2016 09:52:16 PM,9/18/2016,19,0,2.0,37.0,0,0,1
4759,VST,835,737,27,BCVYN3GP,EY51J5PJUR,SAHYZPM,9/16/2016 09:50:34 PM,12/29/2016,19,0,52.0,14.0,750,750,1
4760,VST,835,737,27,6L3ZYPO0,XYJJPCWFMX,SIJPNE8,9/19/2016 11:33:58 AM,9/1/2018,19,17,302.0,49.0,2062,2062,1
4761,VST,835,737,27,7D2430VY,FAS4P6HDOY,SFXOYBC,4/13/2019 05:28:00 PM,4/13/2019,21,0,68.0,49.0,0,0,1
4762,JUE,527,787,35,30UPCB7X,LGKCSK7X1K,SNJFG37,6/23/2018 06:00:00 AM,6/23/2018,15,0,68.0,49.0,0,12456,0
4763,JUE,527,787,35,30UPCB7X,LGKCSK7X1K,SQAGS12,7/2/2018 01:00:00 PM,5/13/2019,15,0,120.0,9.0,718,3755,1
4764,JUE,527,787,35,30UPCB7X,LGKCSK7X1K,SM6AMLV,7/2/2018 09:00:00 PM,6/22/2019,15,0,128.0,10.0,817,4064,1
4765,JUE,527,787,38,NZX5WCTY,E0DNZJXAXB,SP7S6V3,12/14/2015 11:02:46 AM,3/29/2018,12,0,253.0,14.0,1815,1815,1
4766,JUE,527,787,38,9PMPTE97,01E5J7Y5FK,SVLRVP7,6/25/2016 10:24:43 AM,6/29/2016,13,0,4.0,14.0,0,0,1
4767,JUE,527,787,38,YFMJ3EA8,21B66I57KJ,SXTLAD7,6/25/2016 10:18:19 AM,6/29/2016,13,0,4.0,14.0,0,0,1
4768,JUE,527,787,44,YYPSQ3OL,FWYLO5EBDL,SV17CL3,4/13/2016 11:41:24 AM,4/12/2016,12,0,68.0,14.0,0,0,0
4769,JUE,527,787,56,HXI117JB,HBLMPNW385,S7DFJ4J,10/1/2016 08:59:40 AM,2/21/2017,13,0,37.0,4.0,299,299,1
4770,JUE,527,787,56,HXI117JB,GGC5RRYFZM,SE2HSK6,2/25/2017 01:48:28 PM,2/21/2017,13,0,68.0,4.0,0,0,1
4771,JUE,527,787,71,5MU0LG6D,MDALEU793S,SY1G7Y1,5/11/2018 08:00:00 AM,5/11/2018,14,0,68.0,4.0,0,0,1
4772,JUE,527,787,78,S6YW9DFK,MDJDJU0Y0G,S1C566M,3/28/2019 05:45:00 AM,3/28/2019,15,0,68.0,4.0,0,0,1
4773,JUE,527,787,787,Z5F2EBPQ,NM97UQLAFV,SY5W2LG,6/26/2015 01:51:26 PM,6/25/2016,12,0,157.0,6.0,972,972,1
4774,JUE,527,787,23,YYPSQ3OL,FWYLO5EBDL,S0R843S,2/3/2018 11:00:00 PM,5/26/2018,14,2,39.0,2.0,192,689,0
4775,JUE,527,787,23,VX5TY8MO,LKXY5F49LA,SG52DEK,10/26/2016 03:26:16 PM,4/8/2018,13,2,137.0,6.0,1282,1282,1
4776,JUE,527,787,23,OUD9MIZH,1AUWLGKO5G,SGY8JS8,10/17/2018 06:00:00 AM,10/17/2018,15,0,68.0,6.0,0,0,1
4777,JUE,527,787,23,ZZ8LFJD1,UBK5L0GD4X,S6NQ409,3/17/2018 06:30:00 AM,8/27/2018,14,2,56.0,4.0,347,347,1
4778,JUE,527,787,23,ZZ8LFJD1,UBK5L0GD4X,SQ0ZHYJ,3/30/2019 05:40:00 AM,3/30/2019,15,0,68.0,4.0,0,0,1
4779,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,SRWGVGN,3/19/2016 11:23:16 AM,3/18/2016,12,0,68.0,4.0,0,653,1
4780,JUE,527,787,23,6DD3YKNX,U2IQGZMIZQ,SX71FNW,3/11/2019 03:00:00 AM,3/18/2019,15,0,3.0,4.0,14,641,1
4781,JUE,527,787,24,E2R73K6C,F6RH7AIAYR,SLX4UKK,12/19/2015 11:29:46 AM,11/2/2016,12,0,110.0,9.0,557,557,1
4782,JUE,527,787,24,E2R73K6C,F6RH7AIAYR,SHMP768,7/14/2017 06:00:00 AM,2/27/2018,14,0,62.0,1.0,609,609,0
4783,JUE,527,787,25,SU4DXPXP,XPN698UIFG,ST7XYBJ,2/25/2019 06:00:00 AM,2/25/2019,15,0,68.0,1.0,0,0,1
4784,JUE,527,787,25,168TPW3M,LRC5YF4V52,SO1VU60,9/15/2015 05:36:24 AM,4/4/2017,12,0,205.0,12.0,1107,1107,1
4785,JUE,527,787,25,XBLZSW1M,IN2U2A87L4,S0UXH7D,12/24/2018 06:00:00 AM,12/24/2018,15,0,68.0,12.0,0,103,1
4786,JUE,527,787,25,OU1MSJZZ,S039K125Y3,SDL3ZAA,10/28/2017 05:30:00 AM,11/25/2017,14,0,5.0,12.0,79,79,1
4787,JUE,527,787,25,YYPSQ3OL,FWYLO5EBDL,S9C1B2J,4/22/2017 10:30:00 PM,12/21/2017,13,0,73.0,1.0,640,640,0
4788,JUE,527,787,25,OUD9MIZH,1AUWLGKO5G,SND0I0G,12/9/2015 02:51:09 PM,12/4/2015,12,0,68.0,1.0,0,0,1
4789,JUE,527,787,25,OU1MSJZZ,S039K125Y3,S0UKUMY,1/10/2017 10:56:47 AM,10/28/2017,13,0,82.0,3.0,734,734,1
4790,JUE,527,787,25,168TPW3M,LRC5YF4V52,SIPVRYW,11/19/2015 02:27:02 PM,6/23/2016,12,0,101.0,5.0,396,396,1
4791,JUE,527,787,25,168TPW3M,LRC5YF4V52,SE5VUYF,9/15/2015 05:36:23 AM,9/14/2015,12,0,68.0,5.0,0,0,1
4792,JUE,527,787,25,168TPW3M,LRC5YF4V52,S19SN71,10/12/2015 10:27:04 AM,11/16/2015,12,0,14.0,5.0,93,93,1
4793,JUE,527,787,25,168TPW3M,LRC5YF4V52,SS9L6TS,4/5/2017 12:46:22 PM,7/5/2018,13,0,134.0,4.0,1087,1841,1
4794,JUE,527,787,25,QAIRMEYI,YCTL4X6CZW,S42OXAD,8/21/2018 10:45:00 PM,12/1/2018,15,0,25.0,1.0,241,4729,0
4795,JUE,527,787,25,QAIRMEYI,YCTL4X6CZW,SVN3TWM,2/21/2019 05:50:00 AM,5/13/2019,15,0,51.0,2.0,156,3787,1
4796,JUE,527,787,26,LRURO5LD,6WM5T4OV3I,SIJPLTA,2/7/2017 03:10:01 PM,5/10/2018,13,0,133.0,5.0,1083,1083,1
4797,JUE,527,787,26,LRURO5LD,6WM5T4OV3I,SK8SANJ,5/10/2018 08:44:00 PM,5/14/2018,14,0,1.0,5.0,5,5,1
4798,JUE,527,787,26,24UCX09R,7FAJLS2NSS,SHWR2DD,10/24/2018 06:00:00 AM,4/6/2019,15,0,56.0,6.0,371,22801,0
4799,JUE,527,787,27,IDR3ODER,J1Y2UN1KF7,SS4JJOG,5/10/2018 09:18:00 AM,5/10/2018,14,0,68.0,6.0,0,0,0
4800,JUE,527,787,27,IDR3ODER,J1Y2UN1KF7,S9SN675,5/10/2018 09:18:00 AM,5/10/2018,14,0,68.0,6.0,0,0,0
4801,JUE,527,787,27,4G9CK3E7,TWQ82GM6TO,S08ZLFR,5/11/2018 08:19:00 PM,5/11/2018,14,0,68.0,6.0,0,0,0
4802,JUE,527,787,27,9CFTGFWA,UB9HI8XNTP,SKEQP9O,5/10/2018 09:17:00 AM,5/10/2018,14,0,68.0,6.0,0,0,0
4803,JUE,527,787,27,9CFTGFWA,UB9HI8XNTP,SWQF8PZ,5/10/2018 10:11:00 AM,5/10/2018,14,0,68.0,6.0,0,0,0
4804,JUE,527,787,27,9CFTGFWA,UB9HI8XNTP,S7BAJF4,5/11/2018 08:20:00 PM,5/11/2018,14,0,68.0,6.0,0,0,0
4805,JUE,527,787,27,9CFTGFWA,UB9HI8XNTP,S0433YZ,5/11/2018 08:03:00 PM,5/11/2018,14,0,68.0,6.0,0,0,0
4806,JUE,527,787,27,9CFTGFWA,UB9HI8XNTP,SDEJB81,5/10/2018 09:17:00 AM,5/11/2018,14,0,1.0,6.0,0,0,1
4807,JUE,527,787,28,WMH6IQY8,19MH6N3EA6,SBLALHE,5/10/2018 01:20:00 AM,5/10/2018,14,0,68.0,6.0,0,0,1
4808,JUE,527,787,31,PSD99GPJ,JOQAL0N232,S3PLB66,8/15/2016 10:42:25 AM,8/14/2016,13,0,68.0,6.0,0,0,0
4809,JUE,527,787,32,DNB2RNCV,IP58SQSO65,SXO4UDE,8/21/2016 03:59:26 PM,8/14/2016,13,0,68.0,6.0,0,0,1
4810,JUE,527,787,32,4X4SH1NG,UJPZM20OY0,S1KOTZ6,9/25/2016 08:17:39 AM,5/26/2017,13,0,60.0,7.0,527,527,1
4811,JUE,527,787,32,4X4SH1NG,UJPZM20OY0,SGPFWAX,9/23/2017 04:15:00 AM,7/13/2018,14,0,94.0,4.0,672,1215,0
4812,JUE,527,787,32,4X4SH1NG,UJPZM20OY0,S2WBH0F,2/26/2018 06:00:00 AM,1/19/2019,14,0,100.0,8.0,722,722,1
4813,JUE,527,787,32,4X4SH1NG,UJPZM20OY0,SKS7RAJ,9/21/2018 02:30:00 AM,7/3/2019,15,0,112.0,8.0,629,629,1
4814,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SIA2YPF,12/19/2015 11:38:30 AM,2/13/2016,12,0,18.0,2.0,131,235,0
4815,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,S2XNA6H,7/27/2016 12:50:59 PM,8/31/2016,13,0,6.0,1.0,61,196,1
4816,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SWUMWSZ,11/16/2016 09:00:53 AM,11/13/2016,13,0,68.0,1.0,64,64,1
4817,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SAORY9O,11/16/2016 09:34:30 AM,12/15/2016,13,0,8.0,1.0,62,62,0
4818,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SOS5M6G,11/16/2016 09:34:31 AM,12/15/2016,13,0,8.0,1.0,62,276,0
4819,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,S3M6P90,3/26/2017 01:56:24 PM,4/15/2017,13,0,3.0,1.0,56,56,1
4820,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SYCPLYF,8/19/2017 06:00:00 AM,9/11/2017,14,0,2.0,1.0,59,181,0
4821,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,S65YSZF,11/5/2017 04:53:00 AM,11/22/2017,14,0,3.0,1.0,48,175,1
4822,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SIA2YPF,12/12/2017 10:30:00 PM,1/6/2018,14,0,7.0,1.0,61,592,0
4823,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SVN5720,2/15/2018 06:00:00 AM,3/28/2018,14,0,7.0,1.0,89,150,0
4824,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SET2DUW,3/28/2018 06:00:00 AM,6/2/2018,14,0,28.0,1.0,95,155,0
4825,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SYY8JDL,8/13/2018 06:20:00 AM,9/11/2018,15,0,3.0,1.0,72,315,1
4826,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SET2DUW,10/15/2018 06:00:00 AM,11/19/2018,15,0,13.0,1.0,84,239,1
4827,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SMYW7YR,11/19/2018 05:30:00 AM,12/22/2018,15,0,9.0,1.0,85,182,0
4828,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SZAXH7I,11/19/2018 05:30:00 AM,12/22/2018,15,0,9.0,1.0,85,261,0
4829,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SVN5720,1/21/2019 04:20:00 AM,2/25/2019,15,0,11.0,1.0,72,319,0
4830,JUE,527,787,32,WD2GCCZU,WH8MYSTNTP,SVBYG81,5/3/2019 06:00:00 AM,6/29/2019,15,0,14.0,1.0,130,288,0
4831,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S320YDW,10/27/2015 09:37:20 AM,12/25/2015,12,0,41.0,1.0,155,233,1
4832,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SHW71RM,2/3/2016 03:07:33 PM,3/29/2016,12,0,19.0,1.0,117,474,0
4833,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SGFTB7R,5/10/2016 10:23:16 AM,7/15/2016,12,0,28.0,1.0,63,63,0
4834,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SJ114JZ,9/12/2016 11:10:21 AM,11/8/2016,13,0,18.0,3.0,103,213,1
4835,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SZSNCR2,10/22/2016 10:59:12 AM,12/19/2016,13,0,15.0,1.0,126,19722,0
4836,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SQ991Z1,11/10/2016 09:29:19 AM,12/27/2016,13,0,11.0,1.0,97,198,0
4837,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S8H5RXQ,12/17/2016 10:52:48 AM,1/17/2017,13,0,3.0,1.0,66,66,0
4838,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SQ991Z1,2/6/2017 10:03:25 AM,3/20/2017,13,0,12.0,1.0,97,295,1
4839,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S0JEYU5,1/30/2017 02:31:15 PM,3/29/2017,13,0,14.0,2.0,131,131,0
4840,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S2LVMXT,2/25/2017 01:39:39 PM,4/20/2017,13,0,10.0,2.0,134,134,1
4841,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,S3MQBPT,3/20/2017 01:37:56 PM,5/4/2017,13,0,7.0,3.0,112,221,0
4842,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SSZ6OBD,3/30/2017 01:07:26 PM,5/13/2017,13,0,6.0,1.0,112,112,0
4843,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SGFTB7R,5/13/2017 05:30:00 AM,6/23/2017,13,0,15.0,1.0,101,268,0
4844,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SE31UBU,6/19/2017 06:00:00 AM,7/6/2017,14,0,3.0,1.0,36,36,1
4845,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SD1ZDGN,6/3/2017 06:00:00 AM,7/10/2017,14,0,10.0,1.0,91,91,1
4846,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SWJMXGM,6/23/2017 06:00:00 AM,7/17/2017,14,0,7.0,1.0,62,299,0
4847,JUE,527,787,32,F8XSGEXM,RWH0IGVYT3,SEF8OUC,7/10/2017 11:35:00 PM,8/10/2017,14,0,10.0,1.0,91,199,0
4848,JUE,763,737,78,XJYESYI9,WTFNWSJR10,S1D6Z28,2/24/2016 05:15:00 PM,12/14/2018,16,2,687.0,19.0,2067,2067,1
4849,JUE,763,737,78,JC6B7BEV,ADG49A6AGN,SIW6KMB,8/3/2014 10:23:16 AM,8/12/2014,15,0,2.0,19.0,0,0,1
4850,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SZXTPNE,8/14/2017 03:00:00 AM,1/29/2018,26,0,119.0,9.0,235,544,0
4851,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S36OYFS,12/27/2014 10:04:18 AM,12/26/2014,23,0,68.0,9.0,0,0,0
4852,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S59YOP2,12/27/2014 10:04:16 AM,12/26/2014,23,0,68.0,9.0,0,0,1
4853,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SSV86DS,12/27/2014 10:04:10 AM,12/26/2014,23,0,68.0,9.0,0,0,0
4854,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SM2GB11,12/27/2014 10:04:12 AM,12/26/2014,23,0,68.0,9.0,0,0,1
4855,JUE,784,737,23,SGVQIETH,S9E5H3H68L,STAK2OW,2/23/2016 11:16:08 AM,2/20/2016,24,0,68.0,9.0,0,0,0
4856,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S9H1LVK,4/3/2016 11:00:13 AM,4/2/2016,24,0,68.0,9.0,0,0,1
4857,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S0UC4IJ,7/3/2016 11:10:57 AM,6/30/2016,25,0,68.0,9.0,0,0,1
4858,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SA0HAQU,10/17/2016 10:05:33 AM,10/13/2016,25,0,68.0,9.0,0,0,1
4859,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S5WBGUP,11/21/2016 11:33:48 AM,11/21/2016,25,0,68.0,9.0,0,0,0
4860,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S235S0W,8/7/2016 11:23:57 AM,1/15/2017,25,2,99.0,7.0,341,341,0
4861,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SJJGZ5U,1/15/2017 11:03:38 AM,1/15/2017,25,0,68.0,7.0,0,0,1
4862,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SNMHSYI,10/25/2016 08:56:04 AM,2/23/2017,25,0,55.0,3.0,243,243,1
4863,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SNI7U9Y,2/24/2017 01:35:40 PM,2/23/2017,25,0,68.0,3.0,0,0,1
4864,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SSV86DS,1/15/2017 10:48:37 AM,2/23/2017,25,0,17.0,3.0,86,177,0
4865,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SB84XLP,6/28/2015 09:53:13 AM,3/2/2017,24,2,341.0,24.0,1207,1207,1
4866,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SO1EA1F,6/7/2017 03:00:00 AM,6/7/2017,26,0,68.0,24.0,0,0,1
4867,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SLNMSWP,6/28/2015 09:53:13 AM,11/10/2017,24,2,524.0,32.0,1617,1617,1
4868,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SOTA7AI,11/12/2017 03:45:00 AM,11/12/2017,26,0,68.0,32.0,0,0,1
4869,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SF6ZKHR,2/19/2018 04:40:00 AM,2/19/2018,26,0,68.0,32.0,0,0,1
4870,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SIZLL8Q,3/5/2018 03:00:00 AM,3/5/2018,26,0,68.0,32.0,0,2719,1
4871,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SDQEP0M,7/23/2018 01:11:00 AM,7/23/2018,27,0,68.0,32.0,0,0,1
4872,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S4406BA,1/26/2019 02:00:00 AM,1/26/2019,27,0,68.0,32.0,0,0,1
4873,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SEUV3DC,1/26/2019 02:00:00 AM,1/26/2019,27,0,68.0,32.0,0,0,1
4874,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SDX1JAA,2/4/2019 03:00:00 AM,2/4/2019,27,0,68.0,32.0,0,0,1
4875,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SK6R1XE,6/28/2016 03:15:56 PM,2/4/2019,25,2,603.0,36.0,1946,1946,0
4876,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SASIWBO,10/18/2016 12:40:40 PM,2/4/2019,25,0,526.0,31.0,1695,26650,0
4877,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SJK1UUT,9/24/2018 07:00:00 PM,2/22/2019,27,0,127.0,7.0,327,1311,0
4878,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S2E2AII,9/9/2017 08:00:00 PM,3/9/2019,26,0,356.0,22.0,1092,1092,1
4879,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S6F3VWP,10/4/2015 01:22:24 PM,3/9/2019,24,2,762.0,47.0,2506,2506,0
4880,JUE,784,737,23,SGVQIETH,S9E5H3H68L,STQZD8I,2/7/2018 03:00:00 AM,4/1/2019,26,2,266.0,16.0,916,1548,0
4881,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SNMPFIH,8/7/2016 01:09:08 PM,4/1/2019,25,4,618.0,38.0,1977,1977,0
4882,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SHY593N,4/1/2019 03:06:00 AM,4/1/2019,27,0,68.0,38.0,0,0,1
4883,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SA2XTL3,11/10/2017 05:45:00 AM,4/1/2019,26,2,309.0,23.0,1124,1124,1
4884,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SZJMQ7F,5/6/2019 03:30:00 AM,5/6/2019,27,0,68.0,23.0,0,0,1
4885,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S0963IV,6/2/2019 03:00:00 AM,6/2/2019,28,0,68.0,23.0,0,0,1
4886,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SKTPZ6P,2/15/2015 02:45:42 PM,6/13/2019,23,4,934.0,64.0,3210,3210,1
4887,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,STBBBQH,10/6/2015 12:55:13 PM,10/5/2015,24,0,68.0,64.0,0,0,1
4888,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SAV3CTS,3/28/2016 01:46:57 PM,3/28/2016,24,0,68.0,64.0,0,0,0
4889,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SPPFCA6,6/9/2015 10:27:56 AM,11/21/2016,24,2,300.0,23.0,1052,1052,0
4890,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,SGVGUBY,12/5/2017 08:00:00 PM,12/15/2017,26,0,3.0,23.0,17,1477,0
4891,JUE,784,737,23,EOW9EFME,FWYLO5EBDL,S2KJN21,7/19/2016 08:22:22 AM,1/26/2019,25,2,590.0,36.0,1890,1890,0
4892,JUE,784,737,23,I6NGDKJB,2DO5KPUOL3,SOCORXM,4/22/2019 03:00:00 AM,6/2/2019,27,0,15.0,3.0,93,93,1
4893,VST,835,737,21,BWLMYSEO,2W1RIUG5JV,SH5K70V,10/29/2017 11:45:00 PM,10/29/2017,20,0,68.0,3.0,0,0,1
4894,VST,835,737,22,9VG340QE,RZUL84VNB1,SK92TW8,10/20/2018 04:53:00 PM,10/20/2018,21,0,68.0,3.0,0,0,1
4895,VST,835,737,22,UP1BR74P,42X6ETXLOY,S0FGK20,7/27/2017 06:11:00 PM,6/17/2018,20,2,129.0,9.0,983,983,1
4896,VST,835,737,22,ZPYPBIS7,Y4OG6SEB7W,S2JQ9KI,9/3/2017 02:57:00 PM,9/3/2017,20,0,68.0,9.0,0,0,0
4897,VST,835,737,23,HW35LFMF,532V3QWQ7A,S7P3UQ3,9/18/2016 10:52:04 AM,9/19/2016,19,0,68.0,9.0,0,0,0
4898,VST,835,737,23,1GL4OC1D,UQUZDVGZIN,SFE76J3,8/6/2016 11:35:56 AM,9/19/2016,19,0,2.0,9.0,0,0,0
4899,VST,835,737,23,1GL4OC1D,91UTSFM3PY,S94Z5Q5,9/18/2016 10:57:15 AM,9/19/2016,19,0,68.0,9.0,0,0,0
4900,VST,835,737,23,3C4QB9S4,53PH18LUZN,SDT0K2I,9/17/2016 01:21:38 PM,11/27/2016,19,2,35.0,8.0,172,172,1
4901,JUE,784,737,23,VPIY3CY6,1AUWLGKO5G,SCCRBQC,6/26/2016 08:46:29 AM,9/23/2016,25,0,48.0,4.0,209,209,1
4902,JUE,784,737,23,SGVQIETH,G2RH1GEHC9,SEE20XZ,7/29/2018 07:00:00 PM,4/1/2019,27,2,183.0,10.0,520,520,1
4903,JUE,784,737,23,A8OMKRPP,69WI642HOB,SK0P7I4,10/1/2016 10:29:21 AM,10/8/2016,25,1,14.0,10.0,19,15413,1
4904,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SGBJCM8,6/9/2015 10:27:53 AM,6/3/2015,24,0,68.0,10.0,0,0,1
4905,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S7M9QH1,2/15/2015 02:45:43 PM,8/24/2015,23,0,105.0,9.0,425,425,0
4906,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SIDKSR2,5/4/2016 01:11:05 PM,5/4/2016,24,0,68.0,9.0,0,0,0
4907,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SIA0M3F,5/8/2016 12:19:31 PM,5/7/2016,24,0,68.0,9.0,0,0,1
4908,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SAV185E,4/23/2016 11:20:26 AM,6/25/2016,24,0,40.0,4.0,141,141,0
4909,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SPUF9OY,6/26/2016 08:55:22 AM,7/8/2016,25,0,3.0,4.0,28,86,0
4910,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SEVXCN9,8/7/2016 11:23:56 AM,8/5/2016,25,0,68.0,4.0,0,0,1
4911,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SFIY1UI,8/7/2016 11:25:13 AM,8/5/2016,25,0,68.0,4.0,0,0,1
4912,JUE,784,737,23,SGVQIETH,S9E5H3H68L,SP1T3YO,8/7/2016 01:09:07 PM,8/7/2016,25,0,68.0,4.0,0,0,0
4913,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S52IZKU,11/30/2016 10:03:00 AM,11/28/2016,25,0,68.0,4.0,0,0,0
4914,JUE,784,737,23,SGVQIETH,S9E5H3H68L,S0G403I,1/22/2017 12:32:13 PM,1/21/2017,25,0,68.0,4.0,0,0,1
4915,VST,835,737,44,OYYL8833,VVX6GQ7VAO,SJGDQ0I,11/14/2016 10:48:11 AM,4/15/2018,19,2,220.0,41.0,1610,1610,1
4916,VST,835,737,44,OYYL8833,VVX6GQ7VAO,S5XHXRI,11/14/2016 10:47:24 AM,4/30/2018,19,2,221.0,41.0,1660,1660,1
4917,VST,835,737,44,OYYL8833,VVX6GQ7VAO,S9N6O24,11/14/2016 10:49:04 AM,6/6/2018,19,2,240.0,41.0,1786,1786,1
4918,VST,835,737,44,OYYL8833,VVX6GQ7VAO,SPUE7RD,11/14/2016 10:46:26 AM,12/12/2018,19,4,290.0,43.0,2100,2100,1
4919,VST,835,737,44,OYYL8833,VVX6GQ7VAO,SGX219Y,11/14/2016 10:47:31 AM,12/12/2018,19,4,290.0,43.0,2100,2100,1
4920,VST,835,737,44,TFT78JXZ,6K19CBRNXL,SNEF18F,11/11/2016 08:59:31 AM,1/25/2017,19,0,34.0,11.0,529,1090,1
4921,VST,835,737,44,ZOUD7OP7,2N0F46X9RG,ST0SSTD,11/14/2016 10:41:29 AM,2/13/2017,19,0,41.0,11.0,318,318,0
